title,link,description
Trump Media Group Sues Brazilian Judge Weighing Arrest of Jair Bolsonaro,https://www.nytimes.com/2025/02/19/world/americas/trump-brazil-bolsonaro-judge.html,"The lawsuit came hours after the justice received an indictment of Brazilâ€™s former president, who is an ally of President Trump."
Ed Yong Wants to Show You the Hidden Reality of the World,https://www.nytimes.com/2025/02/22/magazine/ed-yong-interview.html,The Pulitzer Prize-winning science writer talks about burnout from covering the pandemic and how bird-watching gave him a new sense of hope.
What Does the Department of Education Actually Do?,https://www.nytimes.com/video/education/100000009977257/what-does-the-department-of-education-actually-do.html,"Even as President Trump has vowed to close the Education Department, he has sought to use the agencyâ€™s powers. Dana Goldstein, a reporter covering education and families for The New York Times, describes what the department does and does not do."
Education Dept. Gives Schools Two Weeks to Eliminate Race-Based Programs,https://www.nytimes.com/2025/02/17/us/politics/education-dept-race-based-programs.html,"The departmentâ€™s Office for Civil Rights warned that it would penalize schools that consider race in scholarships, hiring and an array of other activities."
Federal Judge Declines to Block Muskâ€™s Team From Having Access to Education Data,https://www.nytimes.com/2025/02/17/us/politics/doge-education-department-data.html,The ruling said that the students who sued had failed to show that sensitive information had been illegally disseminated in a way that would justify an emergency restraining order.
Linda McMahon Lays Out Plan for a Diminished Education Dept.,https://www.nytimes.com/2025/02/13/us/politics/linda-mcmahon-confirmation-hearing-education-secretary.html,"During a Senate confirmation hearing, President Trumpâ€™s pick for education secretary spoke about her priorities for the department, which the White House has discussed closing."
How Linda McMahon Got to Be Trumpâ€™s Education Secretary Pick,https://www.nytimes.com/video/education/100000009983424/mcmahon-trumps-education-choice.html,"Linda McMahon, a World Wrestling Entertainment mogul and longtime booster of President Trump who served in his first administration, is beginning her confirmation hearings as she seeks to lead the Department of Education. Zach Montague, a reporter for The New York Times covering the department, reviews her history."
Musk Team Announces Millions in Cuts to Education Dept. Amid Legal Pushback,https://www.nytimes.com/2025/02/11/us/politics/musk-doge-education-data.html,"Elon Muskâ€™s cost-cutting team said that it had â€œterminatedâ€ 89 of the departmentâ€™s contracts, apparently targeting its research arm."
Senate Democrats Demand Clarity About Muskâ€™s Efforts at Education Dept.,https://www.nytimes.com/2025/02/07/us/politics/education-dept-elon-musk-senate.html,"In a letter released on Thursday, a coalition of 16 Democrats asked the department to explain what data associates of Elon Muskâ€™s had scraped from the agencyâ€™s servers."
Trump Cracks Down on Diversity Initiatives Celebrated in His First Term,https://www.nytimes.com/2025/02/14/us/politics/trump-diversity-education-department.html,Top Education Department officials during the presidentâ€™s prior administration routinely hailed diversity efforts. Now employees who participated in them have faced reprisals.
Education Dept. Tells Schools to Change Sexual Misconduct Rules,https://www.nytimes.com/2025/01/31/us/politics/education-dept-title-ix-sexual-misconduct.html,The guidance bolsters the rights of students accused of sexual misconduct and scraps Biden-era rules extending protections to L.G.B.T.Q. students.
Trump Signs Order Barring Transgender Student-Athletes From Womenâ€™s Sports,https://www.nytimes.com/2025/02/05/us/politics/trump-order-transgender-athletes-womens-sports.html,The president said schools that violated the order would jeopardize their federal funding.
Report Projecting Drop in Freshman Enrollment Delivered Incorrect Findings,https://www.nytimes.com/2025/01/17/us/politics/college-freshman-enrollment-error.html,"The National Student Clearinghouse, which produced the report, reversed its conclusions after identifying methodological errors in its research."
House Passes Bill to Bar Trans Athletes From Female School Sports Teams,https://www.nytimes.com/2025/01/14/us/politics/house-trans-athletes.html,Republicansâ€™ decision to push through the measure early in the new Congress indicated their belief that the issue is politically potent for them. Its future in the Senate is uncertain.
Bidenâ€™s Push to Cancel Student Debt Surpasses 5 Million Borrowers,https://www.nytimes.com/2025/01/13/us/politics/biden-student-loan-forgiveness.html,"With Mondayâ€™s authorization and 27 previous ones, the Biden administration has forgiven over $180 billion in student loans, even as its larger policy vision never took root."
"Judge Rejects Bidenâ€™s Title IX Rules, Scrapping Protections for Trans Students",https://www.nytimes.com/2025/01/09/us/politics/biden-title-ix-ruling.html,"The decision threw out the administrationâ€™s proposed regulations, which prohibited discrimination based on gender identity."
Biden Withdraws Proposed Regulations on Student Loans and Trans Athletes,https://www.nytimes.com/2024/12/20/us/politics/biden-withdraw-student-debt-proposals.html,The decision to withdraw the regulations seemed to be an acknowledgment that they would go nowhere under the Trump administration.
"Review: In â€˜Eureka Day,â€™ Holding Space for Those You Hate",https://www.nytimes.com/2024/12/16/theater/eureka-day-review-broadway.html,A hilarious new Broadway production asks: Can the superwoke vaxxers and anti-vaxxers at an elite private school learn to get along?
"An Epidemic of Vicious School Brawls, Fueled by Student Cellphones",https://www.nytimes.com/2024/12/15/technology/school-fight-videos-student-phones.html,Cafeteria melees. Students kicked in the head. Injured educators. Technology is stoking cycles of violence in schools across the United States.
Could This Tiny School Break Down the Wall Between Church and State?,https://www.nytimes.com/2024/12/12/magazine/religion-oklahoma-public-schools.html,Officials in Oklahoma are laying the groundwork to push Christianity into public schools.
Musk Staff Propose Bigger Role for A.I. in Education Department,https://www.nytimes.com/2025/02/13/us/doge-ai-education-department-students.html,A new chatbot would answer questions from student borrowers. The idea comes from staffers with ties to the tech industry as they push further into the agencyâ€™s work.
Democratic Lawmakers Denied Entry to the Department of Education,https://www.nytimes.com/2025/02/08/us/politics/trump-department-education-democrats.html,It was the fourth agency this week that federal employees blocked congressional Democrats from entering amid a push to shutter government agencies and dramatically cut the federal work force.
House Democrats Denied Entry to the U.S. Department of Education,https://www.nytimes.com/video/us/politics/100000009979233/congressional-democrats-education-dept.html,"Several Democratic lawmakers attempted to access the departmentâ€™s headquarters on Friday, after a request to meet with the acting education secretary went unanswered."
Musk Team Scrutinizes Education Department Operations,https://www.nytimes.com/2025/02/04/us/politics/musk-education-department.html,"The engagement is the latest sign of the billionaireâ€™s expanding influence across the government, which already stretches into more than half a dozen agencies."
Education Dept. Investigates Schools Ensnared in Transgender Sports Disputes,https://www.nytimes.com/2025/02/06/us/politics/trump-transgender-athletes-education-dept.html,Three new investigations announced on Thursday came after President Trump ordered federal agencies to help bar transgender women and girls from female sports teams.
Barbara Bowman Dies at 96; Visionary Educator for Preschoolers,https://www.nytimes.com/2024/12/06/us/barbara-bowman-dead.html,She devoted her career to teaching teachers how to prepare the youngest and most vulnerable children to fulfill their potential.
"Spying on Student Devices, Schools Aim to Intercept Self-Harm Before It Happens",https://www.nytimes.com/2024/12/09/health/suicide-monitoring-software-schools.html,New technology alerts schools when students type words related to suicide. But do the timely interventions balance out the false alarms?
Education Officials Placed on Leave in Trumpâ€™s Sprawling Effort to Curb D.E.I.,https://www.nytimes.com/2025/02/01/us/politics/trump-dei-education-department.html,Some of those put on leave said they had only a minimal connection to diversity or equity efforts.
New York Ends Funding for 2 Yeshivas That Fail to Teach Basic Skills,https://www.nytimes.com/2025/02/21/nyregion/hasidic-yeshiva-education-closure.html,The decision is the first time that the State Department of Education has withheld money from private Hasidic schools for not teaching sufficient math and English skills.
The Teacher in Room 1214,https://www.nytimes.com/2025/02/23/health/teacher-shooting-parkland-florida.html,"When a gunman killed two of her students, Ivy Schamis was the only adult in the room. Her journey through guilt and healing sheds light on the impossible role of American teachers."
Civil Rights Groups Sue Trump Administration Over D.E.I. Orders,https://www.nytimes.com/2025/02/19/us/politics/dei-trump-lawsuit.html,"The organizations claimed that the president had exceeded his authority in issuing the orders, and that they intentionally discriminated against Black and transgender people."
Let Students Finish the Whole Book. It Could Change Their Lives.,https://www.nytimes.com/2025/02/16/opinion/read-books-learning.html,"Had they merely read the summary, my students would have seen many of the same words, but theyâ€™d have lacked the feeling part."
Trump Will Withhold Money From Schools That Require Covid Vaccines,https://www.nytimes.com/2025/02/14/health/trump-schools-covid-vaccine-mandates.html,An estimated 15 colleges still required Covid vaccines for students as of late last year. No states require K-12 students to get the shots.
